             0	      -2.24677	      0.994155
           0.2	     -0.738279	       1.95287
           0.4	      0.789097	       2.58792
           0.6	       1.77477	       2.41699
           0.8	      -1.68123	       3.04672
             1	      -4.00038	    -0.0497438
           1.2	     -0.582685	       2.91234
           1.4	       1.23335	       3.94415
           1.6	      -2.99072	      0.737581
           1.8	      -1.29964	       -7.4349
